userId,amPm,inputDt,sleep,sleepProblem,dream,amCondition,amEmotion,pmEmotion,pmStress,ifUnusual,breakfast,lunch,dinner,lateSnack,amCaffeine,amCaffAmount,pmCaffeine,pmCaffAmount,alcohol,aAmount,startdt1,startdt,enddt1,enddt,inputdt1
105,am,11DEC19:08:30:00,5,0,4,3,3,,,,,,,,,,,,,,,,,,20191211
105,am,12DEC19:10:32:00,5,0,4,4,3,,,,,,,,,,,,,,,,,,20191212
105,am,13DEC19:09:18:00,5,0,4,3,3,,,,,,,,,,,,,,,,,,20191213
105,am,14DEC19:07:59:00,5,0,4,5,5,,,,,,,,,,,,,,,,,,20191214
105,am,15DEC19:10:11:00,5,0,4,5,5,,,,,,,,,,,,,,,,,,20191215
105,am,16DEC19:07:33:00,5,0,3,5,5,,,,,,,,,,,,,,,,,,20191216
105,am,17DEC19:09:37:00,5,0,4,5,5,,,,,,,,,,,,,,,,,,20191217
105,am,18DEC19:11:58:00,5,0,4,5,5,,,,,,,,,,,,,,,,,,20191218
105,am,19DEC19:09:57:00,5,0,3,5,5,,,,,,,,,,,,,,,,,,20191219
105,pm,04DEC19:21:10:00,,,,,,4,3,2,3,2,2,4,,,,,,,,,,,20191204
105,pm,05DEC19:23:48:00,,,,,,3,4,2,3,4,3,4,,,c,1,,,,,,,20191205
105,pm,06DEC19:23:57:00,,,,,,4,5,2,3,4,4,4,,,,,,,,,,,20191206
105,pm,07DEC19:23:13:00,,,,,,5,5,1,3,4,3,4,,,,,,,,,,,20191207
105,pm,08DEC19:23:32:00,,,,,,3,5,1,4,3,4,4,,,,,s,2,,,,,20191208
105,pm,09DEC19:22:38:00,,,,,,5,5,2,3,4,3,4,coffee,1,,,,,,,,,20191209
105,pm,10DEC19:23:32:00,,,,,,5,4,2,3,4,3,4,,,,,,,,,,,20191210
105,pm,11DEC19:23:18:00,,,,,,5,5,2,3,3,3,4,,,c,1,,,,,,,20191211
105,pm,12DEC19:23:50:00,,,,,,5,5,2,3,3,3,4,,,,,,,,,,,20191212
105,pm,13DEC19:23:20:00,,,,,,5,5,2,4,3,3,4,,,,,,,,,,,20191213
105,pm,14DEC19:23:39:00,,,,,,5,5,1,3,3,3,4,,,,,,,,,,,20191214
105,pm,15DEC19:23:07:00,,,,,,5,5,2,3,3,3,4,,,,,,,,,,,20191215
105,pm,16DEC19:21:13:00,,,,,,5,5,2,3,4,3,4,,,,,,,,,,,20191216
105,pm,17DEC19:23:40:00,,,,,,5,5,2,3,3,3,4,,,,,,,,,,,20191217
104,am,04DEC19:07:22:00,2,1,4,2,2,,,,,,,,,,,,,,,,,,20191204
104,am,05DEC19:07:15:00,3,1,4,2,2,,,,,,,,,,,,,,,,,,20191205
104,am,06DEC19:07:53:00,3,0,4,2,3,,,,,,,,,,,,,,,,,,20191206
104,am,07DEC19:13:46:00,4,5,4,3,3,,,,,,,,,,,,,,,,,,20191207
104,am,08DEC19:09:32:00,3,5,4,4,3,,,,,,,,,,,,,,,,,,20191208
104,am,09DEC19:08:46:00,4,1,2,4,3,,,,,,,,,,,,,,,,,,20191209
104,am,11DEC19:08:15:00,4,0,4,2,3,,,,,,,,,,,,,,,,,,20191211
104,am,12DEC19:09:01:00,4,2,2,4,3,,,,,,,,,,,,,,,,,,20191212
104,am,14DEC19:04:43:00,4,2,4,4,4,,,,,,,,,,,,,,,,,,20191214
104,am,15DEC19:07:53:00,3,2,1,4,4,,,,,,,,,,,,,,,,,,20191215
104,am,16DEC19:07:00:00,4,0,2,2,2,,,,,,,,,,,,,,,,,,20191216
104,am,17DEC19:07:58:00,4,0,4,2,3,,,,,,,,,,,,,,,,,,20191217
104,am,18DEC19:08:31:00,2,2,4,1,4,,,,,,,,,,,,,,,,,,20191218
104,am,19DEC19:13:15:00,4,0,4,2,4,,,,,,,,,,,,,,,,,,20191219
104,am,20DEC19:08:02:00,4,0,4,2,4,,,,,,,,,,,,,,,,,,20191220
104,am,21DEC19:11:57:00,4,0,4,4,3,,,,,,,,,,,,,,,,,,20191221
104,am,22DEC19:14:05:00,1,0,4,2,4,,,,,,,,,,,,,,,,,,20191222
104,am,23DEC19:08:23:00,4,5,4,1,4,,,,,,,,,,,,,,,,,,20191223
104,am,24DEC19:13:54:00,3,5,4,2,3,,,,,,,,,,,,,,,,,,20191224
104,pm,04DEC19:23:55:00,,,,,,2,2,2,3,2,4,4,,,c,1,,,,,,,20191204
104,pm,05DEC19:23:41:00,,,,,,3,3,2,3,3,4,4,tea,1,c,1,,,,,,,20191205
104,pm,07DEC19:00:08:00,,,,,,5,3,2,3,4,4,3,tea,1,,,,,,,,,20191207
104,pm,08DEC19:23:17:00,,,,,,4,4,2,4,3,3,4,,,,,,,,,,,20191208
104,pm,09DEC19:23:49:00,,,,,,4,2,2,3,3,2,3,,,c,1,,,,,,,20191209
104,pm,10DEC19:21:15:00,,,,,,4,2,2,4,3,2,4,,,c,1,,,,,,,20191210
104,pm,11DEC19:23:40:00,,,,,,4,2,2,3,3,4,3,coffee,1,c,1,,,,,,,20191211
104,pm,12DEC19:23:35:00,,,,,,3,3,2,3,3,4,3,,,,,,,,,,,20191212
104,pm,14DEC19:21:44:00,,,,,,4,4,1,4,2,3,4,,,,,s,2,,,,,20191214
104,pm,15DEC19:23:50:00,,,,,,5,3,2,4,3,3,4,,,c,1,b,1,,,,,20191215
104,pm,16DEC19:23:01:00,,,,,,4,3,2,4,2,2,3,,,c,1,,,,,,,20191216
104,pm,17DEC19:23:29:00,,,,,,4,4,1,4,2,4,4,,,c,1,,,,,,,20191217
104,pm,18DEC19:23:37:00,,,,,,4,4,2,4,3,4,2,coffee,1,c,1,,,,,,,20191218
104,pm,19DEC19:23:58:00,,,,,,4,4,1,2,3,2,2,,,t,1,,,,,,,20191219
104,pm,20DEC19:23:21:00,,,,,,3,3,2,4,3,3,4,,,,,,,,,,,20191220
104,pm,21DEC19:00:00:00,,,,,,4,5,1,2,3,4,3,coffee,1,c,,s,2,,,,,20191221
104,pm,23DEC19:22:55:00,,,,,,3,4,2,4,2,3,4,coffee,2,,,s,3,,,,,20191223
120,am,17JAN20:11:13:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200117
120,am,18JAN20:09:19:00,5,0,4,3,3,,,,,,,,,,,,,,,,,,20200118
120,am,19JAN20:10:05:00,4,0,2,3,3,,,,,,,,,,,,,,,,,,20200119
120,am,20JAN20:11:04:00,4,9,4,2,3,,,,,,,,,,,,,,,,,,20200120
120,am,21JAN20:11:29:00,4,0,4,2,3,,,,,,,,,,,,,,,,,,20200121
120,am,22JAN20:11:32:00,4,0,4,2,3,,,,,,,,,,,,,,,,,,20200122
120,am,23JAN20:09:49:00,3,9,2,2,3,,,,,,,,,,,,,,,,,,20200123
120,am,24JAN20:07:29:00,4,0,4,2,3,,,,,,,,,,,,,,,,,,20200124
120,am,25JAN20:10:09:00,4,5,2,2,3,,,,,,,,,,,,,,,,,,20200125
120,am,29JAN20:11:43:00,4,9,3,3,4,,,,,,,,,,,,,,,,,,20200129
120,am,30JAN20:08:22:00,3,0,4,2,3,,,,,,,,,,,,,,,,,,20200130
120,am,31JAN20:11:31:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200131
120,am,05FEB20:11:38:00,4,0,4,3,3,,,,,,,,,,,,,,,,,,20200205
120,am,06FEB20:09:55:00,4,0,4,2,3,,,,,,,,,,,,,,,,,,20200206
120,am,07FEB20:10:57:00,4,0,4,2,3,,,,,,,,,,,,,,,,,,20200207
120,am,08FEB20:11:56:00,4,0,3,3,4,,,,,,,,,,,,,,,,,,20200208
120,am,10FEB20:11:09:00,4,0,4,3,4,,,,,,,,,,,,,,,,,,20200210
120,am,11FEB20:11:20:00,3,0,4,2,3,,,,,,,,,,,,,,,,,,20200211
120,am,12FEB20:09:51:00,3,0,4,2,3,,,,,,,,,,,,,,,,,,20200212
120,am,13FEB20:11:00:00,3,0,4,2,2,,,,,,,,,,,,,,,,,,20200213
120,pm,18JAN20:01:03:00,,,,,,4,4,2,4,1,4,2,,,,,,,,,,,20200118
120,pm,19JAN20:01:02:00,,,,,,4,4,2,4,2,2,2,,,,,,,,,,,20200119
120,pm,20JAN20:02:45:00,,,,,,3,3,2,4,2,3,2,,,,,,,,,,,20200120
120,pm,21JAN20:23:49:00,,,,,,3,5,2,4,3,2,4,,,,,,,,,,,20200121
120,pm,22JAN20:23:58:00,,,,,,3,4,2,4,1,4,2,,,,,,,,,,,20200122
120,pm,23JAN20:23:57:00,,,,,,4,5,2,2,3,3,4,,,,,s,1,,,,,20200123
120,pm,24JAN20:22:27:00,,,,,,4,5,2,2,3,3,4,,,,,,,,,,,20200124
120,pm,25JAN20:23:39:00,,,,,,4,2,2,3,4,3,2,,,,,,,,,,,20200125
120,pm,28JAN20:22:46:00,,,,,,4,5,2,2,2,3,4,,,,,,,,,,,20200128
120,pm,29JAN20:23:39:00,,,,,,3,5,2,4,1,2,2,,,,,,,,,,,20200129
120,pm,30JAN20:20:55:00,,,,,,3,3,2,4,1,2,4,,,,,,,,,,,20200130
120,pm,05FEB20:23:44:00,,,,,,4,4,2,4,3,3,4,,,,,,,,,,,20200205
120,pm,06FEB20:23:34:00,,,,,,3,4,2,2,3,3,4,,,,,,,,,,,20200206
120,pm,07FEB20:23:20:00,,,,,,3,2,2,2,3,3,3,,,,,,,,,,,20200207
120,pm,08FEB20:23:57:00,,,,,,4,4,2,2,3,3,2,,,,,s,1,,,,,20200208
120,pm,09FEB20:23:56:00,,,,,,4,4,2,4,3,3,2,,,,,,,,,,,20200209
120,pm,10FEB20:23:42:00,,,,,,3,4,2,2,2,3,4,,,,,,,,,,,20200210
120,pm,11FEB20:23:35:00,,,,,,3,4,2,4,1,3,2,,,,,,,,,,,20200211
120,pm,12FEB20:23:48:00,,,,,,4,5,2,4,3,3,2,,,,,,,,,,,20200212
103,am,04JAN20:10:46:00,4,0,4,3,4,,,,,,,,,,,,,,,,,,20200104
103,am,05JAN20:10:47:00,5,0,4,3,4,,,,,,,,,,,,,,,,,,20200105
103,am,06JAN20:14:54:00,5,0,4,4,4,,,,,,,,,,,,,,,,,,20200106
103,am,07JAN20:11:56:00,5,0,4,4,4,,,,,,,,,,,,,,,,,,20200107
103,am,08JAN20:11:41:00,2,0,4,2,2,,,,,,,,,,,,,,,,,,20200108
103,am,09JAN20:11:30:00,2,1,4,2,2,,,,,,,,,,,,,,,,,,20200109
103,am,10JAN20:10:27:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200110
103,am,11JAN20:10:35:00,2,5,2,2,4,,,,,,,,,,,,,,,,,,20200111
103,am,12JAN20:10:55:00,4,1,4,2,4,,,,,,,,,,,,,,,,,,20200112
103,am,13JAN20:10:55:00,2,5,4,2,3,,,,,,,,,,,,,,,,,,20200113
103,am,14JAN20:10:54:00,4,5,4,3,3,,,,,,,,,,,,,,,,,,20200114
103,am,15JAN20:11:20:00,1,1,4,2,4,,,,,,,,,,,,,,,,,,20200115
103,am,16JAN20:11:40:00,5,0,2,2,4,,,,,,,,,,,,,,,,,,20200116
103,am,17JAN20:11:27:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200117
103,pm,04JAN20:22:08:00,,,,,,5,2,1,3,3,3,3,,,,,,,,,,,20200104
103,pm,05JAN20:23:37:00,,,,,,5,3,1,3,3,3,3,,,c,1,,,,,,,20200105
103,pm,06JAN20:23:25:00,,,,,,5,5,2,3,3,3,4,,,,,,,,,,,20200106
103,pm,07JAN20:23:59:00,,,,,,5,3,2,3,3,3,4,,,,,,,,,,,20200107
103,pm,08JAN20:23:59:00,,,,,,5,4,1,4,3,2,4,,,,,,,,,,,20200108
103,pm,09JAN20:23:58:00,,,,,,4,4,2,3,3,3,3,,,,,b,1,,,,,20200109
103,pm,11JAN20:23:56:00,,,,,,4,2,2,3,3,3,4,,,c,1,,,,,,,20200111
103,pm,12JAN20:23:51:00,,,,,,2,2,2,4,4,3,3,,,,,,,,,,,20200112
103,pm,13JAN20:23:37:00,,,,,,3,4,2,4,2,3,4,,,c,1,,,,,,,20200113
103,pm,14JAN20:23:49:00,,,,,,4,4,2,3,3,4,4,,,c,1,,,,,,,20200114
103,pm,15JAN20:23:43:00,,,,,,5,4,2,3,4,3,3,,,,,,,,,,,20200115
103,pm,16JAN20:23:57:00,,,,,,5,4,2,4,2,3,3,,,,,,,,,,,20200116
114,am,06DEC19:10:20:00,3,0,4,2,2,,,,,,,,,,,,,,,,,,20191206
114,am,07DEC19:09:52:00,4,6,4,2,3,,,,,,,,,,,,,,,,,,20191207
114,am,08DEC19:10:36:00,4,2,2,3,3,,,,,,,,,,,,,,,,,,20191208
114,am,09DEC19:09:38:00,4,0,4,4,5,,,,,,,,,,,,,,,,,,20191209
114,am,10DEC19:09:32:00,5,0,4,5,5,,,,,,,,,,,,,,,,,,20191210
114,am,11DEC19:09:39:00,3,0,2,2,3,,,,,,,,,,,,,,,,,,20191211
114,am,12DEC19:09:36:00,4,1,2,3,3,,,,,,,,,,,,,,,,,,20191212
114,am,13DEC19:10:20:00,4,0,2,4,4,,,,,,,,,,,,,,,,,,20191213
114,am,14DEC19:12:01:00,3,1,2,3,2,,,,,,,,,,,,,,,,,,20191214
114,am,15DEC19:10:46:00,3,6,4,3,2,,,,,,,,,,,,,,,,,,20191215
114,am,16DEC19:09:32:00,3,9,2,4,3,,,,,,,,,,,,,,,,,,20191216
114,am,17DEC19:09:50:00,3,0,2,3,3,,,,,,,,,,,,,,,,,,20191217
114,am,18DEC19:11:25:00,4,0,2,3,4,,,,,,,,,,,,,,,,,,20191218
114,am,20DEC19:11:28:00,2,0,4,1,1,,,,,,,,,,,,,,,,,,20191220
114,am,21DEC19:10:50:00,4,0,2,4,4,,,,,,,,,,,,,,,,,,20191221
114,am,22DEC19:13:03:00,4,0,3,4,4,,,,,,,,,,,,,,,,,,20191222
114,pm,07DEC19:01:23:00,,,,,,5,5,2,4,3,1,4,,,c,1,,,,,,,20191207
114,pm,08DEC19:00:21:00,,,,,,4,4,2,3,3,4,4,,,,,,,,,,,20191208
114,pm,09DEC19:23:58:00,,,,,,5,5,2,4,3,4,4,,,,,,,,,,,20191209
114,pm,10DEC19:23:52:00,,,,,,5,5,2,4,3,4,4,coffee,1,,,,,,,,,20191210
114,pm,11DEC19:22:48:00,,,,,,5,5,2,4,3,3,4,coffee,1,,,,,,,,,20191211
114,pm,12DEC19:23:02:00,,,,,,4,5,2,4,3,3,4,,,c,1,,,,,,,20191212
114,pm,13DEC19:22:19:00,,,,,,5,5,2,3,3,3,4,,,c,2,,,,,,,20191213
114,pm,14DEC19:23:50:00,,,,,,5,4,2,4,3,3,3,,,c,1,,,,,,,20191214
114,pm,15DEC19:23:50:00,,,,,,5,4,2,4,3,3,3,,,c,1,b,1,,,,,20191215
114,pm,16DEC19:23:56:00,,,,,,3,2,2,4,3,4,3,,,,,,,,,,,20191216
114,pm,17DEC19:23:41:00,,,,,,2,2,2,4,3,3,4,coffee,1,,,,,,,,,20191217
114,pm,18DEC19:23:49:00,,,,,,4,3,2,4,3,3,4,,,c,1,,,,,,,20191218
114,pm,19DEC19:23:44:00,,,,,,5,5,2,3,3,3,3,,,,,s,2,,,,,20191219
114,pm,21DEC19:00:04:00,,,,,,5,5,2,4,3,3,4,,,,,,,,,,,20191221
114,pm,22DEC19:16:33:00,,,,,,5,5,1,3,3,4,4,,,,,,,,,,,20191222
101,am,01JAN20:09:50:00,2,0,4,3,3,,,,,,,,,,,,,,,,,,20200101
101,am,02JAN20:07:01:00,5,9,4,4,4,,,,,,,,,,,,,,,,,,20200102
101,am,03JAN20:07:09:00,5,9,4,4,4,,,,,,,,,,,,,,,,,,20200103
101,am,04JAN20:11:47:00,5,9,4,4,4,,,,,,,,,,,,,,,,,,20200104
101,am,05JAN20:09:27:00,2,1,4,2,2,,,,,,,,,,,,,,,,,,20200105
101,am,06JAN20:08:08:00,5,9,4,2,4,,,,,,,,,,,,,,,,,,20200106
101,am,08JAN20:08:15:00,5,1,4,3,3,,,,,,,,,,,,,,,,,,20200108
101,am,09JAN20:08:04:00,3,1,4,2,3,,,,,,,,,,,,,,,,,,20200109
101,am,10JAN20:08:09:00,4,0,4,2,3,,,,,,,,,,,,,,,,,,20200110
101,am,11JAN20:11:22:00,4,9,4,4,4,,,,,,,,,,,,,,,,,,20200111
101,am,12JAN20:11:26:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200112
101,am,13JAN20:08:15:00,4,1,4,2,3,,,,,,,,,,,,,,,,,,20200113
101,pm,01JAN20:23:59:00,,,,,,5,5,2,4,3,3,4,,,,,,,,,,,20200101
101,pm,02JAN20:22:31:00,,,,,,4,3,2,3,3,2,4,,,,,,,,,,,20200102
101,pm,03JAN20:22:30:00,,,,,,4,3,2,3,3,3,3,,,,,,,,,,,20200103
101,pm,04JAN20:23:51:00,,,,,,4,4,2,4,3,3,4,,,,,,,,,,,20200104
101,pm,05JAN20:23:38:00,,,,,,4,2,1,4,3,3,4,,,,,,,,,,,20200105
101,pm,06JAN20:19:11:00,,,,,,4,2,2,4,3,3,4,,,,,,,,,,,20200106
101,pm,08JAN20:22:56:00,,,,,,4,1,2,3,3,4,4,,,,,,,,,,,20200108
101,pm,09JAN20:22:44:00,,,,,,4,3,2,3,3,3,3,,,,,,,,,,,20200109
101,pm,10JAN20:23:15:00,,,,,,4,3,2,3,3,4,4,,,,,,,,,,,20200110
101,pm,11JAN20:23:29:00,,,,,,4,3,1,4,3,3,4,,,,,,,,,,,20200111
101,pm,12JAN20:23:53:00,,,,,,4,3,1,4,3,3,4,,,,,,,,,,,20200112
115,am,20DEC19:09:45:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20191220
115,am,21DEC19:10:44:00,4,0,4,4,3,,,,,,,,,,,,,,,,,,20191221
115,am,22DEC19:06:52:00,3,0,2,3,3,,,,,,,,,,,,,,,,,,20191222
115,am,23DEC19:09:26:00,2,2,2,2,3,,,,,,,,,,,,,,,,,,20191223
115,am,24DEC19:05:05:00,2,9,4,2,3,,,,,,,,,,,,,,,,,,20191224
115,am,25DEC19:13:24:00,4,0,2,4,3,,,,,,,,,,,,,,,,,,20191225
115,am,27DEC19:12:15:00,3,5,2,3,3,,,,,,,,,,,,,,,,,,20191227
115,am,28DEC19:10:15:00,3,0,1,2,3,,,,,,,,,,,,,,,,,,20191228
115,am,30DEC19:10:32:00,4,0,2,4,4,,,,,,,,,,,,,,,,,,20191230
115,am,31DEC19:05:16:00,2,2,4,2,3,,,,,,,,,,,,,,,,,,20191231
115,am,02JAN20:11:11:00,3,0,2,4,2,,,,,,,,,,,,,,,,,,20200102
115,am,03JAN20:11:29:00,3,0,2,3,3,,,,,,,,,,,,,,,,,,20200103
115,am,04JAN20:08:50:00,3,0,2,2,3,,,,,,,,,,,,,,,,,,20200104
115,am,05JAN20:08:53:00,3,0,2,2,3,,,,,,,,,,,,,,,,,,20200105
115,am,06JAN20:09:52:00,3,0,2,2,3,,,,,,,,,,,,,,,,,,20200106
115,pm,20DEC19:23:55:00,,,,,,3,2,2,4,2,2,4,,,,,,,,,,,20191220
115,pm,21DEC19:23:41:00,,,,,,4,4,2,4,3,3,4,,,,,,,,,,,20191221
115,pm,22DEC19:23:05:00,,,,,,4,4,1,4,3,3,4,,,,,,,,,,,20191222
115,pm,23DEC19:23:43:00,,,,,,4,4,2,4,3,2,4,,,,,,,,,,,20191223
115,pm,24DEC19:23:43:00,,,,,,3,3,1,2,3,2,4,,,,,,,,,,,20191224
115,pm,25DEC19:23:54:00,,,,,,3,4,2,4,2,3,2,,,,,,,,,,,20191225
115,pm,26DEC19:23:34:00,,,,,,3,4,2,4,2,3,2,,,,,,,,,,,20191226
115,pm,28DEC19:23:53:00,,,,,,4,4,2,4,2,3,2,,,,,,,,,,,20191228
115,pm,30DEC19:23:55:00,,,,,,4,4,2,2,4,2,2,,,,,,,,,,,20191230
115,pm,31DEC19:23:28:00,,,,,,3,3,2,2,2,3,4,,,,,,,,,,,20191231
115,pm,02JAN20:23:43:00,,,,,,3,3,2,2,2,2,4,,,,,,,,,,,20200102
115,pm,04JAN20:23:52:00,,,,,,3,3,2,2,2,2,4,,,,,,,,,,,20200104
115,pm,05JAN20:23:54:00,,,,,,3,4,2,4,2,2,4,,,,,,,,,,,20200105
110,am,18DEC19:09:07:00,5,0,2,4,4,,,,,,,,,,,,,,,,,,20191218
110,am,19DEC19:04:59:00,4,0,4,3,3,,,,,,,,,,,,,,,,,,20191219
110,am,20DEC19:12:54:00,4,0,4,2,3,,,,,,,,,,,,,,,,,,20191220
110,am,21DEC19:08:51:00,1,9,4,4,4,,,,,,,,,,,,,,,,,,20191221
110,am,22DEC19:08:13:00,4,3,2,2,3,,,,,,,,,,,,,,,,,,20191222
110,am,23DEC19:08:57:00,5,0,4,2,3,,,,,,,,,,,,,,,,,,20191223
110,am,24DEC19:07:40:00,4,0,3,3,2,,,,,,,,,,,,,,,,,,20191224
110,am,25DEC19:09:55:00,4,0,4,2,3,,,,,,,,,,,,,,,,,,20191225
110,am,26DEC19:08:18:00,4,3,2,3,3,,,,,,,,,,,,,,,,,,20191226
110,am,27DEC19:07:44:00,3,5,2,3,3,,,,,,,,,,,,,,,,,,20191227
110,am,09JAN20:11:05:00,4,0,2,3,1,,,,,,,,,,,,,,,,,,20200109
110,am,10JAN20:12:48:00,2,9,2,3,3,,,,,,,,,,,,,,,,,,20200110
110,am,11JAN20:23:37:00,4,9,4,4,3,,,,,,,,,,,,,,,,,,20200111
110,am,12JAN20:16:19:00,4,9,2,3,3,,,,,,,,,,,,,,,,,,20200112
110,am,14JAN20:11:55:00,4,9,3,3,3,,,,,,,,,,,,,,,,,,20200114
110,am,15JAN20:13:19:00,4,9,2,4,3,,,,,,,,,,,,,,,,,,20200115
110,am,17JAN20:10:51:00,4,9,3,3,3,,,,,,,,,,,,,,,,,,20200117
110,pm,18DEC19:23:00:00,,,,,,4,4,2,3,3,3,4,,,,,,,,,,,20191218
110,pm,22DEC19:22:54:00,,,,,,3,2,2,4,4,2,4,,,,,,,,,,,20191222
110,pm,23DEC19:23:45:00,,,,,,3,2,2,2,3,3,4,,,,,,,,,,,20191223
110,pm,25DEC19:23:47:00,,,,,,4,5,1,3,3,3,3,,,,,,,,,,,20191225
110,pm,26DEC19:23:03:00,,,,,,2,3,2,3,3,3,3,,,,,,,,,,,20191226
110,pm,09JAN20:23:53:00,,,,,,4,3,2,3,3,3,4,,,,,,,,,,,20200109
110,pm,11JAN20:23:40:00,,,,,,3,2,2,3,3,3,3,,,,,,,,,,,20200111
110,pm,12JAN20:23:54:00,,,,,,3,3,2,3,3,3,3,,,,,,,,,,,20200112
110,pm,13JAN20:23:55:00,,,,,,3,3,2,3,3,3,3,,,,,,,,,,,20200113
110,pm,14JAN20:23:55:00,,,,,,3,3,2,4,3,3,4,,,,,,,,,,,20200114
110,pm,15JAN20:23:52:00,,,,,,3,3,1,4,3,3,3,,,,,,,,,,,20200115
110,pm,16JAN20:23:44:00,,,,,,3,3,2,3,3,3,4,,,,,,,,,,,20200116
113,am,02JAN20:09:06:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200102
113,am,03JAN20:08:46:00,3,2,4,3,4,,,,,,,,,,,,,,,,,,20200103
113,am,04JAN20:10:00:00,4,0,4,4,4,,,,,,,,,,,,,,,,,,20200104
113,am,05JAN20:10:22:00,4,3,4,4,3,,,,,,,,,,,,,,,,,,20200105
113,am,06JAN20:09:11:00,4,0,4,4,3,,,,,,,,,,,,,,,,,,20200106
