userId,amPm,inputDt,sleep,sleepProblem,dream,amCondition,amEmotion,pmEmotion,pmStress,ifUnusual,breakfast,lunch,dinner,lateSnack,amCaffeine,amCaffAmount,pmCaffeine,pmCaffAmount,alcohol,aAmount
114,am,2019-12-10 9:32,5,0,4,5,5,,,,,,,,,,,,,
114,am,2019-12-11 9:39,3,0,2,2,3,,,,,,,,,,,,,
114,am,2019-12-12 9:36,4,1,2,3,3,,,,,,,,,,,,,
114,am,2019-12-13 10:20,4,0,2,4,4,,,,,,,,,,,,,
114,am,2019-12-14 12:01,3,1,2,3,2,,,,,,,,,,,,,
114,am,2019-12-15 10:46,3,6,4,3,2,,,,,,,,,,,,,
114,am,2019-12-16 9:32,3,9,2,4,3,,,,,,,,,,,,,
114,am,2019-12-17 9:50,3,0,2,3,3,,,,,,,,,,,,,
114,am,2019-12-18 11:25,4,0,2,3,4,,,,,,,,,,,,,
114,am,2019-12-20 11:28,2,0,4,1,1,,,,,,,,,,,,,
114,am,2019-12-21 10:50,4,0,2,4,4,,,,,,,,,,,,,
114,am,2019-12-22 13:03,4,0,3,4,4,,,,,,,,,,,,,
114,pm,2019-12-07 1:23,,,,,,5,5,2,4,3,1,4,,,coffee,1,,
114,pm,2019-12-08 0:21,,,,,,4,4,2,3,3,4,4,,,,,,
114,pm,2019-12-09 23:58,,,,,,5,5,2,4,3,4,4,,,,,,
114,pm,2019-12-10 23:52,,,,,,5,5,2,4,3,4,4,coffee,1,,,,
114,pm,2019-12-11 22:48,,,,,,5,5,2,4,3,3,4,coffee,1,,,,
114,pm,2019-12-12 23:02,,,,,,4,5,2,4,3,3,4,,,coffee,1,,
114,pm,2019-12-13 22:19,,,,,,5,5,2,3,3,3,4,,,coffee,2,,
114,pm,2019-12-14 23:50,,,,,,5,4,2,4,3,3,3,,,coffee,1,,
114,pm,2019-12-15 23:50,,,,,,5,4,2,4,3,3,3,,,coffee,1,beer,1
114,pm,2019-12-16 23:56,,,,,,3,2,2,4,3,4,3,,,,,,
114,pm,2019-12-17 23:41,,,,,,2,2,2,4,3,3,4,coffee,1,,,,
114,pm,2019-12-18 23:49,,,,,,4,3,2,4,3,3,4,,,coffee,1,,
114,pm,2019-12-19 23:44,,,,,,5,5,2,3,3,3,3,,,,,soju,2
114,pm,2019-12-21 0:04,,,,,,5,5,2,4,3,3,4,,,,,,
114,pm,2019-12-22 16:33,,,,,,5,5,1,3,3,4,4,,,,,,
101,am,2020-01-01 9:50,2,0,4,3,3,,,,,,,,,,,,,
101,am,2020-01-02 7:01,5,9,4,4,4,,,,,,,,,,,,,
101,am,2020-01-03 7:09,5,9,4,4,4,,,,,,,,,,,,,
101,am,2020-01-04 11:47,5,9,4,4,4,,,,,,,,,,,,,
101,am,2020-01-05 9:27,2,1,4,2,2,,,,,,,,,,,,,
101,am,2020-01-06 8:08,5,9,4,2,4,,,,,,,,,,,,,
101,am,2020-01-08 8:15,5,1,4,3,3,,,,,,,,,,,,,
101,am,2020-01-09 8:04,3,1,4,2,3,,,,,,,,,,,,,
101,am,2020-01-10 8:09,4,0,4,2,3,,,,,,,,,,,,,
101,am,2020-01-11 11:22,4,9,4,4,4,,,,,,,,,,,,,
101,am,2020-01-12 11:26,4,0,4,4,4,,,,,,,,,,,,,
101,am,2020-01-13 8:15,4,1,4,2,3,,,,,,,,,,,,,
101,pm,2020-01-01 23:59,,,,,,5,5,2,4,3,3,4,,,,,,
101,pm,2020-01-02 22:31,,,,,,4,3,2,3,3,2,4,,,,,,
101,pm,2020-01-03 22:30,,,,,,4,3,2,3,3,3,3,,,,,,
101,pm,2020-01-04 23:51,,,,,,4,4,2,4,3,3,4,,,,,,
101,pm,2020-01-05 23:38,,,,,,4,2,1,4,3,3,4,,,,,,
101,pm,2020-01-06 19:11,,,,,,4,2,2,4,3,3,4,,,,,,
101,pm,2020-01-08 22:56,,,,,,4,1,2,3,3,4,4,,,,,,
101,pm,2020-01-09 22:44,,,,,,4,3,2,3,3,3,3,,,,,,
101,pm,2020-01-10 23:15,,,,,,4,3,2,3,3,4,4,,,,,,
101,pm,2020-01-11 23:29,,,,,,4,3,1,4,3,3,4,,,,,,
101,pm,2020-01-12 23:53,,,,,,4,3,1,4,3,3,4,,,,,,
115,am,2019-12-20 9:45,4,0,4,4,4,,,,,,,,,,,,,
115,am,2019-12-21 10:44,4,0,4,4,3,,,,,,,,,,,,,
115,am,2019-12-22 6:52,3,0,2,3,3,,,,,,,,,,,,,
115,am,2019-12-23 9:26,2,2,2,2,3,,,,,,,,,,,,,
115,am,2019-12-24 5:05,2,9,4,2,3,,,,,,,,,,,,,
115,am,2019-12-25 13:24,4,0,2,4,3,,,,,,,,,,,,,
115,am,2019-12-27 12:15,3,5,2,3,3,,,,,,,,,,,,,
115,am,2019-12-28 10:15,3,0,1,2,3,,,,,,,,,,,,,
115,am,2019-12-30 10:32,4,0,2,4,4,,,,,,,,,,,,,
115,am,2019-12-31 5:16,2,2,4,2,3,,,,,,,,,,,,,
115,am,2020-01-02 11:11,3,0,2,4,2,,,,,,,,,,,,,
115,am,2020-01-03 11:29,3,0,2,3,3,,,,,,,,,,,,,
115,am,2020-01-04 8:50,3,0,2,2,3,,,,,,,,,,,,,
115,am,2020-01-05 8:53,3,0,2,2,3,,,,,,,,,,,,,
115,am,2020-01-06 9:52,3,0,2,2,3,,,,,,,,,,,,,
115,pm,2019-12-20 23:55,,,,,,3,2,2,4,2,2,4,,,,,,
115,pm,2019-12-21 23:41,,,,,,4,4,2,4,3,3,4,,,,,,
115,pm,2019-12-22 23:05,,,,,,4,4,1,4,3,3,4,,,,,,
115,pm,2019-12-23 23:43,,,,,,4,4,2,4,3,2,4,,,,,,
115,pm,2019-12-24 23:43,,,,,,3,3,1,2,3,2,4,,,,,,
115,pm,2019-12-25 23:54,,,,,,3,4,2,4,2,3,2,,,,,,
115,pm,2019-12-26 23:34,,,,,,3,4,2,4,2,3,2,,,,,,
115,pm,2019-12-28 23:53,,,,,,4,4,2,4,2,3,2,,,,,,
115,pm,2019-12-30 23:55,,,,,,4,4,2,2,4,2,2,,,,,,
115,pm,2019-12-31 23:28,,,,,,3,3,2,2,2,3,4,,,,,,
115,pm,2020-01-02 23:43,,,,,,3,3,2,2,2,2,4,,,,,,
115,pm,2020-01-04 23:52,,,,,,3,3,2,2,2,2,4,,,,,,
115,pm,2020-01-05 23:54,,,,,,3,4,2,4,2,2,4,,,,,,
110,am,2019-12-18 9:07,5,0,2,4,4,,,,,,,,,,,,,
110,am,2019-12-19 4:59,4,0,4,3,3,,,,,,,,,,,,,
110,am,2019-12-20 12:54,4,0,4,2,3,,,,,,,,,,,,,
110,am,2019-12-21 8:51,1,9,4,4,4,,,,,,,,,,,,,
110,am,2019-12-22 8:13,4,3,2,2,3,,,,,,,,,,,,,
110,am,2019-12-23 8:57,5,0,4,2,3,,,,,,,,,,,,,
110,am,2019-12-24 7:40,4,0,3,3,2,,,,,,,,,,,,,
110,am,2019-12-25 9:55,4,0,4,2,3,,,,,,,,,,,,,
110,am,2019-12-26 8:18,4,3,2,3,3,,,,,,,,,,,,,
110,am,2019-12-27 7:44,3,5,2,3,3,,,,,,,,,,,,,
110,am,2020-01-09 11:05,4,0,2,3,1,,,,,,,,,,,,,
110,am,2020-01-10 12:48,2,9,2,3,3,,,,,,,,,,,,,
110,am,2020-01-11 23:37,4,9,4,4,3,,,,,,,,,,,,,
110,am,2020-01-12 16:19,4,9,2,3,3,,,,,,,,,,,,,
110,am,2020-01-14 11:55,4,9,3,3,3,,,,,,,,,,,,,
110,am,2020-01-15 13:19,4,9,2,4,3,,,,,,,,,,,,,
110,am,2020-01-17 10:51,4,9,3,3,3,,,,,,,,,,,,,
110,pm,2019-12-18 23:00,,,,,,4,4,2,3,3,3,4,,,,,,
110,pm,2019-12-22 22:54,,,,,,3,2,2,4,4,2,4,,,,,,
110,pm,2019-12-23 23:45,,,,,,3,2,2,2,3,3,4,,,,,,
110,pm,2019-12-25 23:47,,,,,,4,5,1,3,3,3,3,,,,,,
110,pm,2019-12-26 23:03,,,,,,2,3,2,3,3,3,3,,,,,,
110,pm,2020-01-09 23:53,,,,,,4,3,2,3,3,3,4,,,,,,
110,pm,2020-01-11 23:40,,,,,,3,2,2,3,3,3,3,,,,,,
110,pm,2020-01-12 23:54,,,,,,3,3,2,3,3,3,3,,,,,,
110,pm,2020-01-13 23:55,,,,,,3,3,2,3,3,3,3,,,,,,
110,pm,2020-01-14 23:55,,,,,,3,3,2,4,3,3,4,,,,,,
110,pm,2020-01-15 23:52,,,,,,3,3,1,4,3,3,3,,,,,,
110,pm,2020-01-16 23:44,,,,,,3,3,2,3,3,3,4,,,,,,
113,am,2020-01-02 9:06,4,0,4,4,4,,,,,,,,,,,,,
113,am,2020-01-03 8:46,3,2,4,3,4,,,,,,,,,,,,,
113,am,2020-01-04 10:00,4,0,4,4,4,,,,,,,,,,,,,
113,am,2020-01-05 10:22,4,3,4,4,3,,,,,,,,,,,,,
113,am,2020-01-06 9:11,4,0,4,4,3,,,,,,,,,,,,,
113,am,2020-01-07 8:54,4,0,4,3,4,,,,,,,,,,,,,
113,am,2020-01-08 9:11,3,1,4,3,3,,,,,,,,,,,,,
113,am,2020-01-09 9:36,4,0,4,3,3,,,,,,,,,,,,,
113,am,2020-01-10 8:41,4,0,4,3,3,,,,,,,,,,,,,
113,am,2020-01-11 9:08,3,0,4,3,4,,,,,,,,,,,,,
113,am,2020-01-12 9:19,3,1,4,3,3,,,,,,,,,,,,,
113,am,2020-01-14 9:03,3,1,4,3,4,,,,,,,,,,,,,
113,am,2020-01-15 9:26,4,0,4,4,4,,,,,,,,,,,,,
113,am,2020-01-16 9:03,4,0,4,4,4,,,,,,,,,,,,,
113,am,2020-01-17 9:35,4,0,4,4,4,,,,,,,,,,,,,
113,am,2020-01-18 9:51,4,0,4,3,3,,,,,,,,,,,,,
113,am,2020-01-19 10:10,4,0,4,3,3,,,,,,,,,,,,,
113,pm,2020-01-02 23:19,,,,,,4,4,2,2,3,3,4,,,,,,
113,pm,2020-01-03 23:29,,,,,,3,4,2,2,2,3,4,,,,,,
113,pm,2020-01-05 23:31,,,,,,4,5,2,2,3,2,4,,,,,,
113,pm,2020-01-06 23:44,,,,,,5,5,2,2,2,3,4,,,,,,
113,pm,2020-01-07 23:44,,,,,,4,5,2,2,3,2,4,,,,,,
113,pm,2020-01-08 23:52,,,,,,4,5,2,2,2,2,4,,,,,,
113,pm,2020-01-09 23:36,,,,,,3,5,2,2,3,2,4,,,,,,
113,pm,2020-01-10 23:38,,,,,,4,5,2,2,2,3,4,,,,,,
113,pm,2020-01-11 23:42,,,,,,4,5,2,2,3,3,4,,,,,,
113,pm,2020-01-12 23:35,,,,,,3,3,2,2,3,3,4,,,,,,
113,pm,2020-01-13 23:25,,,,,,3,4,2,2,3,3,4,,,,,,
113,pm,2020-01-14 23:23,,,,,,4,3,2,2,3,3,2,,,,,,
113,pm,2020-01-15 23:29,,,,,,4,3,2,2,3,3,4,,,,,,
113,pm,2020-01-16 23:21,,,,,,3,3,2,2,3,3,4,,,,,,
113,pm,2020-01-17 23:52,,,,,,4,5,2,2,3,2,4,,,,,,
113,pm,2020-01-18 23:42,,,,,,4,4,2,2,3,3,4,,,,,,
113,pm,2020-01-19 23:31,,,,,,3,3,2,2,2,3,1,,,,,,
108,am,2019-12-10 8:21,3,6,2,2,2,,,,,,,,,,,,,
108,am,2019-12-11 9:13,3,6,4,3,3,,,,,,,,,,,,,
108,am,2019-12-12 11:11,4,6,4,4,2,,,,,,,,,,,,,
108,am,2019-12-13 11:23,2,0,4,1,2,,,,,,,,,,,,,
108,am,2019-12-14 12:09,2,6,4,2,4,,,,,,,,,,,,,
108,am,2019-12-15 11:39,3,5,4,3,4,,,,,,,,,,,,,
108,am,2019-12-16 11:15,2,0,2,1,2,,,,,,,,,,,,,
108,am,2019-12-17 14:01,3,0,4,2,2,,,,,,,,,,,,,
108,am,2019-12-18 12:43,4,0,2,4,3,,,,,,,,,,,,,
108,am,2019-12-19 11:40,3,5,4,2,3,,,,,,,,,,,,,
108,am,2019-12-20 8:43,2,1,4,2,2,,,,,,,,,,,,,
108,am,2019-12-21 8:43,3,5,2,2,3,,,,,,,,,,,,,
108,am,2019-12-22 11:49,2,7,1,2,2,,,,,,,,,,,,,
108,am,2019-12-23 9:06,3,6,4,2,3,,,,,,,,,,,,,
108,am,2019-12-24 8:36,2,0,4,2,2,,,,,,,,,,,,,
108,pm,2019-12-09 23:36,,,,,,2,3,1,2,3,3,2,,,coffee,1,beer,1
108,pm,2019-12-10 21:44,,,,,,2,1,1,1,2,3,4,,,coffee,1,,
108,pm,2019-12-11 22:19,,,,,,2,4,2,3,1,2,4,,,,,,
108,pm,2019-12-12 23:39,,,,,,4,4,2,4,2,4,2,,,coffee,1,,
108,pm,2019-12-13 23:28,,,,,,3,4,2,4,3,3,4,,,coffee,1,,
108,pm,2019-12-14 23:37,,,,,,3,2,1,4,2,2,4,coffee,1,,,,
108,pm,2019-12-15 23:44,,,,,,3,2,1,4,3,3,4,,,coffee,1,,
108,pm,2019-12-16 23:30,,,,,,4,4,2,4,3,4,2,,,coffee,1,,
108,pm,2019-12-17 23:39,,,,,,3,4,2,4,2,2,4,,,coffee,1,,
108,pm,2019-12-18 23:41,,,,,,3,5,2,4,3,2,3,,,coffee,2,,
108,pm,2019-12-19 23:40,,,,,,1,1,2,4,3,2,1,,,coffee,1,,
108,pm,2019-12-20 23:06,,,,,,5,5,2,4,1,3,4,,,coffee,1,,
108,pm,2019-12-21 23:12,,,,,,5,5,2,4,3,3,4,,,coffee,1,,
108,pm,2019-12-22 23:34,,,,,,4,5,2,4,3,2,2,,,coffee,1,,
108,pm,2019-12-23 23:46,,,,,,4,2,2,4,3,3,4,,,coffee,1,,
119,am,2020-01-22 8:29,5,0,4,4,4,,,,,,,,,,,,,
119,am,2020-01-23 8:23,4,0,4,4,4,,,,,,,,,,,,,
119,am,2020-01-24 7:11,3,3,4,4,4,,,,,,,,,,,,,
